id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
552622,F,West Midlands Region,Lower Than A Level,20-30%,35-55,1,60,N,completed
552865,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
552883,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,not completed
553078,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,completed
553556,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,not completed
553825,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,completed
553856,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,completed
553893,F,South Region,Lower Than A Level,70-80%,0-35,0,180,N,not completed
554243,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,not completed
554297,F,Ireland,Lower Than A Level,20-30%,0-35,0,120,N,not completed
554314,F,South Region,HE Qualification,70-80%,35-55,0,120,N,not completed
554540,M,North Western Region,A Level or Equivalent,Oct-20,0-35,0,120,N,completed
555061,F,London Region,Lower Than A Level,20-30%,0-35,0,90,Y,not completed
555346,F,South West Region,Lower Than A Level,Oct-20,0-35,0,60,Y,completed
555614,F,East Midlands Region,Lower Than A Level,90-100%,35-55,1,60,N,completed
555721,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,completed
555789,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,not completed
556062,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
556089,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,completed
556175,M,Wales,Lower Than A Level,Oct-20,35-55,1,60,N,completed
556228,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,completed
556427,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
556592,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
556637,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,not completed
556738,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,not completed
556972,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
557652,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,not completed
558035,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,not completed
558333,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,completed
558533,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
558661,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,not completed
558755,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,not completed
558962,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
558983,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,Y,not completed
559139,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,not completed
559168,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,completed
559344,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,not completed
559382,F,South West Region,A Level or Equivalent,80-90%,0-35,0,180,N,completed
559414,F,Scotland,HE Qualification,0-10%,35-55,0,60,N,completed
559584,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,completed
559685,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,not completed
559851,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
560030,F,London Region,Lower Than A Level,30-40%,0-35,1,120,N,not completed
560074,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,completed
560430,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,not completed
560490,F,South Region,A Level or Equivalent,80-90%,0-35,0,210,N,not completed
560559,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
560567,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,completed
560676,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,not completed
560773,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,completed
560920,F,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,not completed
561312,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
561457,F,North Region,Lower Than A Level,0-10%,0-35,0,150,N,completed
561534,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,completed
561549,F,North Region,HE Qualification,40-50%,35-55,0,60,N,not completed
561591,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
561640,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
561674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,N,not completed
561841,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,completed
561932,M,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,not completed
562090,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,completed
562270,M,North Western Region,A Level or Equivalent,Oct-20,35-55,0,120,N,completed
562456,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
563022,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,not completed
563063,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,not completed
563174,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
563374,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,not completed
563706,F,South East Region,A Level or Equivalent,70-80%,35-55,0,60,N,completed
563733,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,completed
563735,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
563769,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
563794,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,completed
564105,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
564129,M,West Midlands Region,Lower Than A Level,Oct-20,35-55,0,60,N,completed
564144,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,completed
564245,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,completed
564268,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,completed
564300,F,South East Region,A Level or Equivalent,40-50%,35-55,0,120,N,not completed
564596,F,Yorkshire Region,A Level or Equivalent,Oct-20,35-55,0,90,N,not completed
564626,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,not completed
564791,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,not completed
564792,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
564898,F,South East Region,A Level or Equivalent,30-40%,0-35,0,75,N,completed
564930,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,not completed
564958,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,completed
564972,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,not completed
565035,F,Ireland,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
565393,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
565402,F,South Region,Lower Than A Level,80-90%,0-35,0,180,N,not completed
565513,F,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,completed
565518,F,South West Region,Lower Than A Level,90-100%,35-55,0,330,N,not completed
565582,F,Wales,Lower Than A Level,Oct-20,0-35,0,60,N,completed
565607,F,London Region,HE Qualification,30-40%,0-35,0,120,N,completed
565715,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
565819,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,N,not completed
565888,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
565919,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,completed
566133,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
566339,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,completed
566346,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,completed
566358,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,not completed
566369,F,West Midlands Region,A Level or Equivalent,Oct-20,35-55,0,60,N,completed
566392,F,North Western Region,Lower Than A Level,20-30%,35-55,0,150,Y,not completed
566407,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
566415,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
566720,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,completed
566813,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
566814,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,completed
567013,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,Y,not completed
567033,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,Y,completed
567059,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,not completed
567145,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
567160,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
567262,M,South Region,HE Qualification,60-70%,0-35,0,60,N,completed
567363,F,East Anglian Region,HE Qualification,50-60%,0-35,0,90,N,completed
567402,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,Y,completed
567429,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,completed
567500,F,Ireland,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
567598,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,not completed
567627,F,Wales,Lower Than A Level,60-70%,0-35,0,120,N,completed
567754,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,completed
567915,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,not completed
567925,F,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,not completed
567929,F,Yorkshire Region,A Level or Equivalent,Oct-20,35-55,0,60,N,not completed
567958,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Y,completed
567979,F,Scotland,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
568074,F,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,completed
568293,F,London Region,HE Qualification,Oct-20,0-35,0,120,N,not completed
568370,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,not completed
568474,F,South Region,A Level or Equivalent,60-70%,35-55,0,120,N,completed
568502,F,London Region,HE Qualification,40-50%,0-35,0,120,N,completed
568523,F,North Western Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
568533,F,North Western Region,Lower Than A Level,40-50%,0-35,0,90,N,completed
568609,M,London Region,HE Qualification,20-30%,55<=,0,60,N,not completed
568775,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,not completed
569035,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,completed
569141,F,Wales,Lower Than A Level,Oct-20,0-35,0,60,N,completed
569334,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,not completed
569426,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
569854,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
569862,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,completed
569930,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,90,N,completed
570137,F,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,completed
570157,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,completed
570168,F,South West Region,No Formal quals,30-40%,0-35,0,90,N,completed
570177,F,Ireland,Lower Than A Level,70-80%,0-35,0,180,N,not completed
570271,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,completed
570287,F,Ireland,Lower Than A Level,40-50%,0-35,0,75,N,completed
570351,M,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
570519,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
570623,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,completed
570759,F,London Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
570783,F,South Region,Lower Than A Level,30-40%,0-35,0,60,N,completed
570862,F,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
570864,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,completed
570970,M,London Region,Lower Than A Level,50-60%,35-55,0,105,Y,not completed
571083,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,completed
571143,F,North Region,A Level or Equivalent,0-10%,35-55,0,75,N,not completed
571441,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,completed
571503,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,completed
571516,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
571540,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,135,N,not completed
571554,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
571601,F,South Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
571672,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,not completed
571681,F,Ireland,HE Qualification,0-10%,0-35,0,60,N,completed
571693,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,not completed
571770,F,East Anglian Region,Lower Than A Level,Oct-20,0-35,0,90,N,not completed
571779,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,completed
571794,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
571871,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,completed
571885,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,completed
571907,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,completed
572029,F,North Western Region,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
572051,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,completed
572054,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,not completed
572067,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
572103,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
572131,F,South West Region,A Level or Equivalent,Oct-20,0-35,0,120,N,not completed
572163,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,not completed
572173,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,not completed
572277,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,not completed
572302,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
572416,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,Y,completed
572436,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,180,N,completed
572447,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,completed
572495,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,120,N,not completed
572504,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
572508,F,South Region,Lower Than A Level,Oct-20,0-35,0,60,N,completed
572514,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,not completed
572626,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
572733,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,completed
572739,F,Wales,Lower Than A Level,40-50%,0-35,0,120,N,not completed
572752,F,London Region,HE Qualification,90-100%,35-55,0,60,N,completed
572765,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
572770,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,not completed
572898,F,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,completed
572918,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,not completed
572937,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,not completed
573043,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
573063,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,completed
573159,F,West Midlands Region,A Level or Equivalent,,0-35,0,120,N,not completed
573208,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,completed
573217,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,not completed
573223,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,not completed
573225,F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,not completed
573275,F,Wales,Lower Than A Level,30-40%,0-35,0,60,Y,not completed
573321,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,not completed
573409,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,120,Y,not completed
573411,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
573431,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
573433,F,Wales,HE Qualification,20-30%,35-55,0,60,N,completed
573441,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
573453,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,completed
573485,F,London Region,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
573487,F,London Region,Lower Than A Level,Oct-20,0-35,0,90,N,not completed
573519,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
573578,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
573654,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,completed
573683,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,not completed
573694,F,Wales,A Level or Equivalent,70-80%,35-55,0,180,N,not completed
573758,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,not completed
573777,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,completed
573790,F,Wales,HE Qualification,50-60%,0-35,0,60,N,completed
573810,F,Yorkshire Region,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
573821,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
573831,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,completed
573893,F,East Anglian Region,HE Qualification,20-30%,35-55,0,60,N,not completed
573986,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,completed
574002,F,South Region,Lower Than A Level,20-30%,0-35,0,120,N,not completed
574051,F,Wales,Lower Than A Level,0-10%,35-55,0,120,N,not completed
574053,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
574065,F,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,completed
574125,F,South Region,A Level or Equivalent,Oct-20,0-35,0,120,N,completed
574146,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,not completed
574194,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
574212,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,completed
574250,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
574276,F,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,not completed
574319,F,North Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
574320,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,completed
574348,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,Y,completed
574549,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,completed
574591,F,North Western Region,Lower Than A Level,50-60%,35-55,0,180,N,not completed
574648,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,completed
574674,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
574708,M,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,not completed
574727,F,North Western Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
574766,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,not completed
574783,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,not completed
574810,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,not completed
574962,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
574973,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,completed
574998,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,120,N,not completed
575018,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,completed
575089,F,South West Region,A Level or Equivalent,0-10%,0-35,0,120,N,not completed
575100,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
575124,M,South Region,Lower Than A Level,60-70%,35-55,0,120,N,completed
575207,M,East Anglian Region,Lower Than A Level,Oct-20,35-55,0,120,N,not completed
575281,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
575290,M,Scotland,Lower Than A Level,60-70%,35-55,0,120,Y,completed
575387,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,completed
575421,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,not completed
575423,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,N,not completed
575480,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,not completed
575520,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,180,N,not completed
575560,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,completed
575672,F,North Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
575681,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,completed
575794,F,Wales,HE Qualification,70-80%,0-35,0,60,N,not completed
575897,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,not completed
575927,F,East Midlands Region,HE Qualification,70-80%,0-35,0,120,N,not completed
575929,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,not completed
575930,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,completed
575982,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,not completed
575992,F,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,not completed
576046,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,not completed
576098,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
576158,F,Wales,Lower Than A Level,0-10%,0-35,0,120,N,completed
576226,F,Ireland,HE Qualification,60-70%,0-35,0,60,N,not completed
576375,F,North Western Region,Lower Than A Level,,0-35,0,120,N,not completed
576483,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,completed
576513,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,not completed
576524,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,not completed
576550,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,N,not completed
576600,F,London Region,HE Qualification,30-40%,35-55,0,60,N,completed
576664,F,North Region,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
576714,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,not completed
576815,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,not completed
576841,M,Yorkshire Region,Lower Than A Level,Oct-20,35-55,0,120,N,completed
576882,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,N,not completed
576935,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,N,not completed
576940,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,completed
576946,F,Ireland,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
576947,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,not completed
576981,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,completed
576983,F,Wales,Lower Than A Level,90-100%,0-35,0,60,N,not completed
576985,F,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,not completed
576996,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,not completed
577007,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,not completed
577049,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,not completed
577069,F,London Region,HE Qualification,Oct-20,0-35,0,60,N,completed
577096,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,completed
577099,F,West Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,completed
577215,F,East Midlands Region,HE Qualification,Oct-20,0-35,0,60,N,not completed
577239,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,not completed
577256,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,completed
577280,F,Wales,A Level or Equivalent,40-50%,0-35,0,150,N,completed
577286,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,completed
577347,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,not completed
577376,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,Y,completed
577449,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,not completed
577498,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
577648,F,North Western Region,Lower Than A Level,50-60%,35-55,0,120,N,not completed
577659,F,Ireland,Lower Than A Level,,0-35,0,60,N,not completed
577680,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,completed
577692,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,not completed
577695,F,South West Region,A Level or Equivalent,30-40%,35-55,0,120,N,not completed
577824,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,completed
577905,F,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,not completed
577914,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,completed
577915,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,completed
577949,M,West Midlands Region,Lower Than A Level,,0-35,0,120,N,not completed
577965,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,not completed
577980,F,South Region,A Level or Equivalent,0-10%,0-35,0,150,N,completed
577992,M,South Region,HE Qualification,80-90%,0-35,0,120,N,not completed
578030,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,completed
578057,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,not completed
578062,F,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,not completed
578109,F,Scotland,A Level or Equivalent,Oct-20,0-35,0,60,N,completed
578197,F,West Midlands Region,Lower Than A Level,Oct-20,0-35,0,120,N,completed
578264,F,North Western Region,HE Qualification,0-10%,0-35,0,120,Y,not completed
578362,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,not completed
578447,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,completed
578520,M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,not completed
578546,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,completed
578578,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,completed
578598,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,not completed
578600,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,completed
578676,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,not completed
578717,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,completed
578739,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,not completed
578854,F,Wales,HE Qualification,Oct-20,0-35,0,60,N,not completed
578953,F,North Western Region,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
579046,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,not completed
579050,F,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,not completed
579255,F,Wales,Lower Than A Level,50-60%,0-35,0,135,N,not completed
579256,F,London Region,A Level or Equivalent,Oct-20,0-35,0,60,N,not completed
579259,F,London Region,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
579279,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,completed
579300,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,not completed
579316,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,completed
579448,F,Scotland,Lower Than A Level,Oct-20,0-35,0,120,N,not completed
579486,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,not completed
579549,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,completed
579571,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,completed
579575,F,Ireland,Lower Than A Level,30-40%,0-35,0,75,N,completed
579619,F,Ireland,Lower Than A Level,20-30%,0-35,0,90,N,completed
579718,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,not completed
