id_student,highest_education,disability,final_result
514987,A Level or Equivalent,N,completed
515035,Lower Than A Level,N,not completed
515105,Lower Than A Level,N,not completed
515130,Lower Than A Level,N,not completed
515174,Lower Than A Level,N,not completed
515311,A Level or Equivalent,Y,completed
515474,A Level or Equivalent,N,completed
515497,A Level or Equivalent,N,completed
515959,A Level or Equivalent,N,completed
516057,A Level or Equivalent,Y,completed
516432,Lower Than A Level,N,completed
516456,A Level or Equivalent,N,completed
516475,A Level or Equivalent,N,completed
516495,Lower Than A Level,N,not completed
516529,HE Qualification,N,completed
516776,Lower Than A Level,N,not completed
516841,Lower Than A Level,N,completed
517043,No Formal quals,N,completed
517175,Lower Than A Level,N,not completed
517474,Lower Than A Level,N,completed
517617,A Level or Equivalent,N,completed
517701,Lower Than A Level,N,not completed
517778,A Level or Equivalent,N,completed
517853,Lower Than A Level,N,not completed
517890,A Level or Equivalent,N,completed
518189,Lower Than A Level,N,completed
518469,Lower Than A Level,N,not completed
518876,Lower Than A Level,N,completed
518879,Lower Than A Level,Y,completed
518904,Lower Than A Level,N,not completed
518970,A Level or Equivalent,N,completed
519012,Lower Than A Level,N,not completed
519222,A Level or Equivalent,N,completed
519387,A Level or Equivalent,N,not completed
519602,Lower Than A Level,Y,completed
519647,Lower Than A Level,N,not completed
519800,Lower Than A Level,N,completed
520049,Lower Than A Level,N,not completed
520230,Lower Than A Level,N,not completed
520749,Lower Than A Level,Y,not completed
520836,Lower Than A Level,N,completed
521069,A Level or Equivalent,N,not completed
521081,Lower Than A Level,Y,not completed
521096,Lower Than A Level,N,completed
521394,Lower Than A Level,N,completed
521430,A Level or Equivalent,N,completed
521496,Lower Than A Level,N,not completed
521764,A Level or Equivalent,N,completed
521903,Lower Than A Level,Y,not completed
522090,A Level or Equivalent,N,completed
522249,Lower Than A Level,N,completed
522302,A Level or Equivalent,N,not completed
522373,A Level or Equivalent,N,completed
522383,Lower Than A Level,Y,not completed
522512,Lower Than A Level,N,not completed
523012,A Level or Equivalent,N,completed
523156,A Level or Equivalent,N,not completed
523596,A Level or Equivalent,N,not completed
523630,Lower Than A Level,N,completed
523672,Lower Than A Level,N,completed
523789,A Level or Equivalent,N,not completed
523966,A Level or Equivalent,N,completed
524101,Lower Than A Level,N,not completed
524171,A Level or Equivalent,N,not completed
524452,A Level or Equivalent,N,completed
524496,A Level or Equivalent,N,not completed
524598,Lower Than A Level,N,not completed
524769,Lower Than A Level,Y,not completed
524968,Lower Than A Level,N,not completed
525501,Lower Than A Level,Y,completed
525520,Lower Than A Level,N,not completed
525543,Lower Than A Level,N,not completed
525679,Lower Than A Level,N,not completed
525683,Lower Than A Level,N,completed
525797,Lower Than A Level,N,not completed
525869,A Level or Equivalent,N,not completed
525942,Lower Than A Level,Y,not completed
526200,Lower Than A Level,N,not completed
526370,Lower Than A Level,N,completed
526506,A Level or Equivalent,N,not completed
527020,Lower Than A Level,Y,completed
527164,A Level or Equivalent,N,completed
527227,Lower Than A Level,N,completed
527313,A Level or Equivalent,N,not completed
527343,A Level or Equivalent,N,not completed
527382,Lower Than A Level,Y,not completed
527400,Lower Than A Level,N,not completed
527659,Lower Than A Level,N,not completed
527886,Lower Than A Level,N,completed
527980,Lower Than A Level,N,completed
528161,A Level or Equivalent,N,completed
528175,Lower Than A Level,Y,not completed
528220,A Level or Equivalent,N,not completed
528250,A Level or Equivalent,N,completed
528261,A Level or Equivalent,N,completed
528270,Lower Than A Level,N,not completed
528353,A Level or Equivalent,N,completed
528649,A Level or Equivalent,N,not completed
528698,Lower Than A Level,N,completed
528904,A Level or Equivalent,N,completed
528918,Lower Than A Level,N,not completed
529065,Lower Than A Level,N,completed
529118,A Level or Equivalent,Y,not completed
529174,Lower Than A Level,N,not completed
529212,Lower Than A Level,N,completed
529383,HE Qualification,N,not completed
529446,Lower Than A Level,N,completed
529452,A Level or Equivalent,N,not completed
529502,HE Qualification,N,completed
529767,Lower Than A Level,N,not completed
530065,A Level or Equivalent,N,completed
530153,HE Qualification,N,not completed
530215,A Level or Equivalent,N,not completed
530226,A Level or Equivalent,Y,completed
530245,A Level or Equivalent,N,not completed
530266,A Level or Equivalent,N,not completed
530398,Lower Than A Level,N,not completed
530483,A Level or Equivalent,N,not completed
530493,Lower Than A Level,N,not completed
530669,A Level or Equivalent,N,completed
530987,A Level or Equivalent,N,completed
531000,Lower Than A Level,N,not completed
531027,Lower Than A Level,N,not completed
531205,Lower Than A Level,N,not completed
531235,A Level or Equivalent,N,not completed
531427,A Level or Equivalent,N,not completed
531428,A Level or Equivalent,N,not completed
531464,Lower Than A Level,N,not completed
531481,A Level or Equivalent,N,not completed
531569,A Level or Equivalent,N,not completed
531573,Lower Than A Level,Y,not completed
531634,HE Qualification,N,not completed
531689,HE Qualification,N,not completed
532000,Lower Than A Level,N,not completed
532034,Lower Than A Level,N,not completed
532140,A Level or Equivalent,N,completed
532142,Lower Than A Level,N,not completed
532317,Lower Than A Level,N,not completed
532396,HE Qualification,N,not completed
532500,A Level or Equivalent,N,not completed
532512,A Level or Equivalent,N,not completed
532534,Lower Than A Level,Y,not completed
532584,Lower Than A Level,N,not completed
532665,A Level or Equivalent,N,completed
532668,Lower Than A Level,N,not completed
532710,Lower Than A Level,Y,not completed
532742,Lower Than A Level,N,not completed
532839,HE Qualification,N,not completed
532886,A Level or Equivalent,N,completed
532928,A Level or Equivalent,N,not completed
532950,Lower Than A Level,N,completed
533324,Lower Than A Level,Y,completed
533347,Lower Than A Level,N,completed
533365,A Level or Equivalent,N,not completed
533512,Lower Than A Level,N,not completed
533545,A Level or Equivalent,Y,completed
533697,A Level or Equivalent,N,not completed
533722,Lower Than A Level,N,completed
533737,A Level or Equivalent,N,not completed
533839,A Level or Equivalent,N,completed
533846,A Level or Equivalent,N,not completed
533969,Lower Than A Level,N,not completed
533996,Lower Than A Level,N,not completed
534051,A Level or Equivalent,N,not completed
534086,A Level or Equivalent,N,not completed
534151,Lower Than A Level,N,not completed
534217,Lower Than A Level,N,not completed
534343,A Level or Equivalent,N,completed
534360,A Level or Equivalent,Y,completed
534373,A Level or Equivalent,N,completed
534426,A Level or Equivalent,N,not completed
534432,A Level or Equivalent,N,completed
534530,Lower Than A Level,N,not completed
534652,A Level or Equivalent,N,completed
534671,A Level or Equivalent,Y,not completed
534698,A Level or Equivalent,N,completed
534709,A Level or Equivalent,N,completed
534713,HE Qualification,N,not completed
534744,Lower Than A Level,N,not completed
534758,Lower Than A Level,N,not completed
534765,Lower Than A Level,Y,completed
534830,Lower Than A Level,N,not completed
534908,A Level or Equivalent,N,not completed
534922,A Level or Equivalent,N,not completed
534983,A Level or Equivalent,N,completed
534991,Lower Than A Level,N,completed
535012,Lower Than A Level,N,not completed
535140,A Level or Equivalent,N,completed
535145,Lower Than A Level,N,not completed
535152,Lower Than A Level,N,not completed
535155,Lower Than A Level,N,not completed
535269,A Level or Equivalent,N,not completed
535272,Lower Than A Level,N,not completed
535278,Lower Than A Level,N,not completed
535303,No Formal quals,N,not completed
535328,Lower Than A Level,N,completed
535396,Lower Than A Level,N,not completed
535407,Lower Than A Level,N,completed
535468,A Level or Equivalent,N,completed
535526,Lower Than A Level,N,not completed
535530,A Level or Equivalent,Y,completed
535558,HE Qualification,N,not completed
535605,Lower Than A Level,N,completed
535618,Lower Than A Level,N,not completed
535755,HE Qualification,N,completed
535760,A Level or Equivalent,N,completed
535773,A Level or Equivalent,N,completed
535778,A Level or Equivalent,N,not completed
535800,A Level or Equivalent,N,completed
535807,Lower Than A Level,N,not completed
535820,A Level or Equivalent,N,completed
536050,Lower Than A Level,N,not completed
536112,A Level or Equivalent,N,completed
536188,Lower Than A Level,N,not completed
536189,A Level or Equivalent,N,completed
536203,Lower Than A Level,N,not completed
536205,Lower Than A Level,Y,completed
536216,Lower Than A Level,N,not completed
536243,Lower Than A Level,N,not completed
536270,Lower Than A Level,N,not completed
536442,Lower Than A Level,N,not completed
536452,A Level or Equivalent,N,completed
536471,A Level or Equivalent,N,not completed
536510,Lower Than A Level,Y,not completed
536519,Lower Than A Level,N,not completed
536520,Lower Than A Level,N,not completed
536551,A Level or Equivalent,N,not completed
536670,A Level or Equivalent,N,not completed
536722,A Level or Equivalent,N,not completed
536726,HE Qualification,N,not completed
536856,Lower Than A Level,N,not completed
536900,A Level or Equivalent,N,completed
537162,Lower Than A Level,N,completed
537193,A Level or Equivalent,N,completed
537255,Lower Than A Level,N,completed
537259,A Level or Equivalent,N,not completed
537263,A Level or Equivalent,N,not completed
537320,Lower Than A Level,N,not completed
537342,HE Qualification,N,completed
537392,Lower Than A Level,N,not completed
537414,A Level or Equivalent,N,completed
537433,HE Qualification,N,not completed
537434,A Level or Equivalent,N,completed
537464,A Level or Equivalent,N,completed
537473,A Level or Equivalent,N,completed
537488,A Level or Equivalent,N,completed
537558,HE Qualification,N,completed
537572,Lower Than A Level,N,completed
537584,Lower Than A Level,N,not completed
537676,Lower Than A Level,N,not completed
537679,Lower Than A Level,N,completed
537688,Lower Than A Level,N,completed
537704,Lower Than A Level,N,completed
537844,Lower Than A Level,N,not completed
537875,A Level or Equivalent,N,completed
537898,Lower Than A Level,N,completed
537905,A Level or Equivalent,N,completed
538138,A Level or Equivalent,N,not completed
538196,A Level or Equivalent,N,not completed
538221,A Level or Equivalent,N,completed
538232,Lower Than A Level,N,not completed
538897,A Level or Equivalent,N,completed
538942,Lower Than A Level,N,not completed
538987,HE Qualification,N,completed
539041,A Level or Equivalent,N,not completed
539056,HE Qualification,N,completed
539232,A Level or Equivalent,N,not completed
539253,Lower Than A Level,N,not completed
539265,Lower Than A Level,N,completed
539303,Lower Than A Level,N,completed
539345,HE Qualification,N,completed
539365,Lower Than A Level,N,completed
539385,A Level or Equivalent,N,completed
539416,Lower Than A Level,N,not completed
539418,A Level or Equivalent,N,completed
539426,No Formal quals,N,not completed
539558,A Level or Equivalent,N,not completed
539572,Lower Than A Level,N,completed
539710,Lower Than A Level,N,not completed
539737,A Level or Equivalent,N,completed
539891,Lower Than A Level,N,not completed
539962,Lower Than A Level,N,not completed
540055,Lower Than A Level,N,completed
540122,A Level or Equivalent,N,not completed
540184,Lower Than A Level,N,completed
540511,HE Qualification,N,completed
540513,A Level or Equivalent,N,completed
540530,Lower Than A Level,N,not completed
540568,A Level or Equivalent,N,not completed
540594,A Level or Equivalent,N,not completed
540607,Lower Than A Level,N,completed
540614,A Level or Equivalent,N,completed
540656,A Level or Equivalent,N,completed
540750,Lower Than A Level,N,completed
540767,Lower Than A Level,N,not completed
540780,A Level or Equivalent,N,completed
540787,A Level or Equivalent,N,not completed
540826,A Level or Equivalent,N,not completed
540918,A Level or Equivalent,N,not completed
540953,Lower Than A Level,N,not completed
541013,HE Qualification,Y,completed
541048,Lower Than A Level,N,not completed
541061,Lower Than A Level,N,not completed
541073,Lower Than A Level,Y,completed
541113,Lower Than A Level,N,completed
541196,Lower Than A Level,Y,not completed
541231,Lower Than A Level,N,not completed
541232,Lower Than A Level,N,completed
541363,A Level or Equivalent,N,completed
541523,Lower Than A Level,N,completed
541573,A Level or Equivalent,N,not completed
541697,No Formal quals,N,completed
541706,A Level or Equivalent,N,not completed
541709,Lower Than A Level,N,not completed
541727,A Level or Equivalent,N,not completed
541763,A Level or Equivalent,N,not completed
541764,A Level or Equivalent,N,completed
541794,A Level or Equivalent,N,completed
541803,HE Qualification,N,not completed
541808,A Level or Equivalent,N,completed
541822,A Level or Equivalent,N,completed
541832,A Level or Equivalent,N,not completed
541838,Lower Than A Level,N,not completed
541884,Lower Than A Level,N,not completed
541973,Lower Than A Level,N,not completed
541985,A Level or Equivalent,N,not completed
542010,A Level or Equivalent,N,not completed
542012,Lower Than A Level,N,not completed
542081,Lower Than A Level,N,not completed
542084,Lower Than A Level,N,completed
542115,Lower Than A Level,N,not completed
542172,A Level or Equivalent,N,not completed
542259,Lower Than A Level,Y,not completed
542260,Lower Than A Level,Y,not completed
542291,HE Qualification,N,completed
542396,Lower Than A Level,N,not completed
542543,A Level or Equivalent,N,not completed
542562,A Level or Equivalent,Y,not completed
542602,Lower Than A Level,N,not completed
542613,Lower Than A Level,N,completed
542622,Lower Than A Level,N,not completed
542663,Lower Than A Level,N,not completed
542687,Lower Than A Level,N,not completed
542692,Lower Than A Level,N,not completed
542745,HE Qualification,N,not completed
542748,Lower Than A Level,N,completed
542760,A Level or Equivalent,N,not completed
542991,A Level or Equivalent,N,not completed
543124,A Level or Equivalent,Y,completed
543140,Lower Than A Level,N,not completed
543165,A Level or Equivalent,Y,completed
543180,Lower Than A Level,Y,completed
543199,A Level or Equivalent,N,not completed
543351,No Formal quals,N,completed
543356,Lower Than A Level,N,completed
543365,A Level or Equivalent,N,not completed
543408,Lower Than A Level,N,not completed
543465,Lower Than A Level,N,not completed
543473,Lower Than A Level,N,completed
543533,Lower Than A Level,N,not completed
543630,A Level or Equivalent,N,not completed
543719,A Level or Equivalent,N,completed
543853,Lower Than A Level,N,completed
543864,Lower Than A Level,N,not completed
543896,A Level or Equivalent,N,not completed
543926,Lower Than A Level,N,not completed
543970,Lower Than A Level,N,not completed
544017,A Level or Equivalent,N,not completed
544186,Lower Than A Level,N,completed
544351,Lower Than A Level,N,not completed
544408,A Level or Equivalent,N,not completed
544435,A Level or Equivalent,N,not completed
544444,Lower Than A Level,N,not completed
544455,Lower Than A Level,N,completed
544491,Lower Than A Level,N,not completed
544500,HE Qualification,N,not completed
544519,Lower Than A Level,N,not completed
544532,Lower Than A Level,N,completed
544627,Lower Than A Level,N,not completed
544632,A Level or Equivalent,Y,completed
544639,Lower Than A Level,N,not completed
544642,A Level or Equivalent,N,completed
544686,Lower Than A Level,N,not completed
544741,A Level or Equivalent,N,completed
544796,Lower Than A Level,N,not completed
544848,Lower Than A Level,N,completed
544859,A Level or Equivalent,N,not completed
544881,A Level or Equivalent,N,completed
544890,A Level or Equivalent,N,completed
544978,A Level or Equivalent,N,not completed
544989,A Level or Equivalent,N,not completed
545001,A Level or Equivalent,N,not completed
545041,A Level or Equivalent,N,not completed
545072,Lower Than A Level,N,not completed
545191,HE Qualification,N,completed
545219,Lower Than A Level,N,not completed
545223,Lower Than A Level,N,not completed
545240,A Level or Equivalent,N,not completed
545337,A Level or Equivalent,N,not completed
545340,Lower Than A Level,N,not completed
545376,Lower Than A Level,N,not completed
545381,Lower Than A Level,N,not completed
545392,A Level or Equivalent,N,completed
545480,A Level or Equivalent,N,not completed
545514,Lower Than A Level,N,not completed
545521,Lower Than A Level,Y,not completed
545658,HE Qualification,N,completed
545697,Lower Than A Level,Y,completed
545702,Lower Than A Level,N,completed
545725,HE Qualification,N,not completed
545780,Lower Than A Level,N,not completed
545799,A Level or Equivalent,N,not completed
545803,HE Qualification,N,not completed
545896,A Level or Equivalent,N,not completed
545927,Lower Than A Level,N,not completed
546015,Lower Than A Level,N,not completed
546019,Lower Than A Level,N,not completed
546052,Lower Than A Level,N,completed
546136,No Formal quals,N,not completed
546157,A Level or Equivalent,N,completed
546202,Lower Than A Level,N,not completed
546322,Lower Than A Level,N,completed
546333,Lower Than A Level,Y,not completed
546407,Lower Than A Level,N,completed
546428,Lower Than A Level,N,completed
546455,A Level or Equivalent,N,not completed
546500,A Level or Equivalent,N,not completed
546533,Lower Than A Level,N,not completed
546609,HE Qualification,N,completed
546632,A Level or Equivalent,N,completed
546681,Lower Than A Level,N,not completed
546685,A Level or Equivalent,N,completed
546749,A Level or Equivalent,N,completed
546786,Lower Than A Level,N,not completed
546811,Lower Than A Level,N,completed
546837,A Level or Equivalent,N,completed
546843,A Level or Equivalent,N,not completed
546892,A Level or Equivalent,N,not completed
546909,Lower Than A Level,Y,not completed
546921,HE Qualification,N,completed
546941,A Level or Equivalent,N,not completed
546947,HE Qualification,N,not completed
546958,A Level or Equivalent,N,not completed
547052,A Level or Equivalent,N,not completed
547165,A Level or Equivalent,N,not completed
547192,A Level or Equivalent,N,completed
547259,Lower Than A Level,N,completed
547267,Lower Than A Level,N,not completed
547303,Lower Than A Level,N,not completed
547372,Lower Than A Level,N,not completed
547390,Lower Than A Level,N,completed
547403,A Level or Equivalent,N,completed
547409,Lower Than A Level,N,not completed
547427,Lower Than A Level,N,completed
547466,Lower Than A Level,N,completed
547472,Lower Than A Level,N,not completed
547620,A Level or Equivalent,N,not completed
547663,Lower Than A Level,N,not completed
547689,Lower Than A Level,N,completed
547690,A Level or Equivalent,N,completed
547697,A Level or Equivalent,N,completed
547755,Lower Than A Level,N,not completed
547757,A Level or Equivalent,N,completed
547841,A Level or Equivalent,N,completed
547855,Lower Than A Level,N,not completed
547873,Lower Than A Level,Y,completed
547892,A Level or Equivalent,N,completed
547902,Lower Than A Level,N,completed
547903,Lower Than A Level,N,completed
548090,A Level or Equivalent,N,completed
548097,Lower Than A Level,Y,not completed
548106,A Level or Equivalent,N,not completed
548124,A Level or Equivalent,N,completed
548241,HE Qualification,N,completed
548255,A Level or Equivalent,N,completed
548275,A Level or Equivalent,N,completed
548307,A Level or Equivalent,N,not completed
548321,A Level or Equivalent,N,not completed
548334,A Level or Equivalent,N,completed
548344,Lower Than A Level,N,not completed
548355,A Level or Equivalent,N,not completed
548403,A Level or Equivalent,N,not completed
548439,Lower Than A Level,N,completed
548488,A Level or Equivalent,Y,not completed
548504,A Level or Equivalent,N,completed
548520,Lower Than A Level,N,not completed
548585,Lower Than A Level,N,not completed
548617,A Level or Equivalent,N,completed
548642,A Level or Equivalent,N,not completed
548714,A Level or Equivalent,N,completed
548744,A Level or Equivalent,N,completed
548791,HE Qualification,Y,completed
548800,A Level or Equivalent,N,not completed
548813,Lower Than A Level,N,not completed
548831,A Level or Equivalent,N,not completed
548834,HE Qualification,N,completed
548838,HE Qualification,N,completed
548839,A Level or Equivalent,N,completed
548843,A Level or Equivalent,N,completed
548871,A Level or Equivalent,N,not completed
548881,Lower Than A Level,N,not completed
548884,Lower Than A Level,N,completed
548885,Lower Than A Level,Y,completed
548900,Lower Than A Level,N,not completed
548921,Lower Than A Level,N,completed
548924,HE Qualification,N,not completed
548935,A Level or Equivalent,N,completed
548954,A Level or Equivalent,N,completed
548981,A Level or Equivalent,N,not completed
548990,A Level or Equivalent,N,not completed
549009,No Formal quals,N,not completed
549047,Lower Than A Level,N,completed
549078,A Level or Equivalent,N,not completed
549106,A Level or Equivalent,N,not completed
549143,Lower Than A Level,N,not completed
549158,A Level or Equivalent,N,completed
549196,A Level or Equivalent,N,completed
549203,Lower Than A Level,N,not completed
549204,Lower Than A Level,N,not completed
549261,HE Qualification,N,completed
549278,A Level or Equivalent,N,not completed
549352,Lower Than A Level,N,not completed
549391,A Level or Equivalent,N,completed
549406,A Level or Equivalent,N,not completed
549512,Lower Than A Level,N,not completed
549563,Lower Than A Level,N,not completed
549568,A Level or Equivalent,N,completed
549590,Lower Than A Level,N,not completed
549622,A Level or Equivalent,N,not completed
549651,Lower Than A Level,N,completed
549713,Lower Than A Level,Y,not completed
549732,A Level or Equivalent,N,completed
549754,Lower Than A Level,N,completed
549862,A Level or Equivalent,N,completed
549873,A Level or Equivalent,N,not completed
549907,Lower Than A Level,N,not completed
550018,Lower Than A Level,N,not completed
550051,A Level or Equivalent,N,not completed
550077,A Level or Equivalent,N,completed
550098,Lower Than A Level,N,not completed
550106,Lower Than A Level,N,not completed
550163,Lower Than A Level,N,not completed
550208,Lower Than A Level,Y,not completed
550209,A Level or Equivalent,N,completed
550278,Lower Than A Level,N,not completed
550322,Lower Than A Level,N,not completed
550342,Lower Than A Level,N,completed
550354,A Level or Equivalent,N,completed
550381,A Level or Equivalent,Y,completed
550400,A Level or Equivalent,Y,not completed
550403,A Level or Equivalent,N,completed
550428,A Level or Equivalent,N,not completed
550429,A Level or Equivalent,N,not completed
550520,Lower Than A Level,N,completed
550549,HE Qualification,N,completed
550597,Lower Than A Level,N,completed
550613,Lower Than A Level,N,completed
550668,A Level or Equivalent,N,not completed
550676,Lower Than A Level,N,not completed
550707,A Level or Equivalent,N,completed
550708,HE Qualification,N,completed
550777,A Level or Equivalent,N,not completed
550842,A Level or Equivalent,N,not completed
550867,Lower Than A Level,N,not completed
550898,A Level or Equivalent,Y,not completed
550921,Lower Than A Level,N,completed
550923,Lower Than A Level,N,completed
550960,A Level or Equivalent,N,not completed
550963,A Level or Equivalent,N,completed
551032,A Level or Equivalent,N,not completed
551053,Lower Than A Level,Y,not completed
551080,A Level or Equivalent,N,completed
551129,A Level or Equivalent,Y,completed
551172,A Level or Equivalent,Y,not completed
551274,A Level or Equivalent,N,completed
551282,HE Qualification,N,not completed
551480,A Level or Equivalent,N,completed
551487,Lower Than A Level,N,completed
551504,A Level or Equivalent,N,not completed
551576,Lower Than A Level,N,completed
551601,Lower Than A Level,N,not completed
551655,Lower Than A Level,N,not completed
551702,A Level or Equivalent,N,not completed
551706,A Level or Equivalent,N,completed
551714,A Level or Equivalent,N,completed
551715,HE Qualification,N,completed
551716,HE Qualification,N,completed
551724,A Level or Equivalent,N,not completed
551759,Lower Than A Level,N,not completed
551762,Lower Than A Level,N,not completed
551770,HE Qualification,Y,completed
551886,A Level or Equivalent,N,completed
551891,Lower Than A Level,N,not completed
551895,A Level or Equivalent,N,completed
551906,A Level or Equivalent,N,not completed
551938,Lower Than A Level,N,completed
551954,A Level or Equivalent,N,completed
551985,Lower Than A Level,N,not completed
552007,A Level or Equivalent,N,completed
552017,HE Qualification,N,completed
552025,A Level or Equivalent,N,not completed
552039,A Level or Equivalent,Y,completed
552056,A Level or Equivalent,N,not completed
552069,A Level or Equivalent,N,not completed
552110,Lower Than A Level,N,not completed
552135,A Level or Equivalent,N,not completed
552222,Lower Than A Level,N,not completed
552273,Lower Than A Level,N,completed
552420,A Level or Equivalent,N,not completed
552535,A Level or Equivalent,N,completed
552640,Lower Than A Level,N,not completed
552667,Lower Than A Level,Y,completed
552701,A Level or Equivalent,N,completed
552718,Lower Than A Level,N,not completed
552719,A Level or Equivalent,N,not completed
552749,HE Qualification,Y,not completed
552822,Lower Than A Level,N,completed
552826,HE Qualification,N,completed
552859,Lower Than A Level,N,completed
552894,Lower Than A Level,N,completed
552902,A Level or Equivalent,N,completed
552914,A Level or Equivalent,N,not completed
552929,A Level or Equivalent,N,completed
552939,A Level or Equivalent,N,not completed
552991,Lower Than A Level,N,completed
553047,Lower Than A Level,N,completed
553125,A Level or Equivalent,Y,completed
553320,Lower Than A Level,N,not completed
553321,A Level or Equivalent,N,completed
553442,Lower Than A Level,N,completed
553443,Lower Than A Level,N,not completed
553462,Lower Than A Level,N,completed
553487,A Level or Equivalent,N,completed
553490,Lower Than A Level,N,not completed
553502,Lower Than A Level,N,completed
553508,A Level or Equivalent,Y,completed
553520,A Level or Equivalent,N,not completed
553526,Lower Than A Level,N,not completed
553572,A Level or Equivalent,N,completed
553716,A Level or Equivalent,N,completed
553729,Lower Than A Level,N,not completed
553755,Lower Than A Level,N,not completed
553763,Lower Than A Level,N,not completed
553800,Lower Than A Level,N,not completed
553807,Lower Than A Level,Y,not completed
553840,A Level or Equivalent,Y,completed
553938,HE Qualification,N,not completed
554068,HE Qualification,N,not completed
554083,A Level or Equivalent,N,completed
554139,HE Qualification,N,not completed
554203,No Formal quals,N,not completed
554206,Lower Than A Level,Y,completed
554226,Lower Than A Level,N,completed
554249,A Level or Equivalent,N,not completed
554290,Lower Than A Level,N,not completed
554294,A Level or Equivalent,N,not completed
554336,HE Qualification,N,completed
554344,Lower Than A Level,N,completed
554352,Lower Than A Level,N,completed
554362,A Level or Equivalent,N,not completed
554374,A Level or Equivalent,N,completed
554393,A Level or Equivalent,N,not completed
554454,A Level or Equivalent,N,not completed
554482,Lower Than A Level,N,not completed
554512,A Level or Equivalent,N,not completed
554545,Lower Than A Level,N,not completed
554551,Lower Than A Level,N,not completed
554608,Lower Than A Level,N,completed
554637,A Level or Equivalent,N,not completed
554783,Lower Than A Level,N,not completed
554795,A Level or Equivalent,N,completed
554818,A Level or Equivalent,N,not completed
554830,A Level or Equivalent,N,not completed
554894,Lower Than A Level,N,completed
554898,Lower Than A Level,N,not completed
554920,A Level or Equivalent,N,not completed
554930,Lower Than A Level,N,not completed
554986,Lower Than A Level,N,not completed
554998,Lower Than A Level,N,completed
555035,Lower Than A Level,N,not completed
555059,HE Qualification,N,completed
555086,A Level or Equivalent,N,completed
555102,Lower Than A Level,N,completed
555157,A Level or Equivalent,N,not completed
555212,Lower Than A Level,N,not completed
555263,A Level or Equivalent,N,completed
555309,A Level or Equivalent,N,completed
555338,A Level or Equivalent,Y,not completed
555407,A Level or Equivalent,N,not completed
555414,Lower Than A Level,N,completed
555552,Lower Than A Level,Y,not completed
555627,Lower Than A Level,N,not completed
555667,HE Qualification,N,completed
555670,Lower Than A Level,N,completed
555672,A Level or Equivalent,N,completed
555673,Lower Than A Level,N,not completed
555674,A Level or Equivalent,N,completed
555675,HE Qualification,N,completed
555695,A Level or Equivalent,N,completed
555707,A Level or Equivalent,N,not completed
555747,Lower Than A Level,Y,completed
555837,A Level or Equivalent,N,not completed
555838,HE Qualification,N,completed
555880,Lower Than A Level,Y,not completed
555902,A Level or Equivalent,N,not completed
555909,Lower Than A Level,Y,not completed
555930,Lower Than A Level,N,not completed
555935,A Level or Equivalent,N,not completed
555946,Lower Than A Level,N,not completed
555995,Lower Than A Level,N,not completed
556077,A Level or Equivalent,N,not completed
556138,HE Qualification,N,not completed
556224,Lower Than A Level,N,not completed
556284,HE Qualification,N,completed
556292,Lower Than A Level,N,completed
556301,HE Qualification,N,completed
556318,Lower Than A Level,N,not completed
556349,A Level or Equivalent,N,completed
556481,A Level or Equivalent,N,not completed
556502,Lower Than A Level,N,completed
556553,A Level or Equivalent,N,completed
556568,Lower Than A Level,N,not completed
556585,Lower Than A Level,N,not completed
556605,HE Qualification,N,completed
556648,Lower Than A Level,N,not completed
556692,Lower Than A Level,N,not completed
556840,A Level or Equivalent,N,not completed
556860,A Level or Equivalent,N,not completed
556863,A Level or Equivalent,N,not completed
556865,A Level or Equivalent,N,completed
556871,A Level or Equivalent,N,completed
556876,A Level or Equivalent,N,completed
556877,A Level or Equivalent,N,not completed
556878,Lower Than A Level,N,completed
556882,Lower Than A Level,N,not completed
556883,A Level or Equivalent,N,completed
556887,A Level or Equivalent,N,completed
556892,A Level or Equivalent,N,completed
556898,Lower Than A Level,N,completed
556929,A Level or Equivalent,N,not completed
556959,A Level or Equivalent,N,completed
556986,Lower Than A Level,Y,not completed
556987,Lower Than A Level,N,not completed
556988,Lower Than A Level,N,not completed
556990,Lower Than A Level,N,completed
556992,HE Qualification,N,completed
556997,A Level or Equivalent,N,completed
556999,HE Qualification,N,completed
557006,Lower Than A Level,N,completed
557024,A Level or Equivalent,N,completed
557032,HE Qualification,N,completed
557057,Lower Than A Level,N,completed
557060,HE Qualification,N,completed
557145,A Level or Equivalent,N,not completed
557155,Lower Than A Level,N,not completed
557170,A Level or Equivalent,N,not completed
557220,Lower Than A Level,N,completed
557285,Lower Than A Level,N,completed
557308,A Level or Equivalent,N,not completed
557325,A Level or Equivalent,N,completed
557338,Lower Than A Level,N,not completed
557351,A Level or Equivalent,N,not completed
557451,Lower Than A Level,N,not completed
557528,Lower Than A Level,N,completed
557594,A Level or Equivalent,N,completed
557622,Lower Than A Level,N,completed
557709,A Level or Equivalent,N,not completed
557729,A Level or Equivalent,N,not completed
557758,Lower Than A Level,N,completed
557775,HE Qualification,N,completed
557803,Lower Than A Level,N,not completed
557827,A Level or Equivalent,Y,not completed
557865,Lower Than A Level,N,not completed
557935,Lower Than A Level,Y,not completed
557938,No Formal quals,N,not completed
557968,A Level or Equivalent,N,completed
557979,A Level or Equivalent,N,completed
557997,Lower Than A Level,N,not completed
558024,A Level or Equivalent,N,completed
558040,A Level or Equivalent,N,completed
558042,HE Qualification,N,completed
